Chr	Amplicon_Start	Insert_Start	Insert_Stop	Amplicon_Stop	Gene	Ampl	AMPN
chr11	108227660	108227685	108227769	108227799	ATM	ampl1156	ATM-A02
chr11	108227735	108227768	108227836	108227863	ATM	ampl1007	ATM-A03
chr11	108227838	108227869	108227944	108227977	ATM	ampl1357	ATM-A04
chr11	108229130	108229161	108229236	108229258	ATM	ampl215	ATM-A05
chr11	108229196	108229226	108229291	108229320	ATM	ampl1163	ATM-A06
chr11	108229256	108229281	108229355	108229380	ATM	ampl7	ATM-A07
chr11	108235575	108235608	108235674	108235705	ATM	ampl1299	ATM-A08
chr11	108235654	108235682	108235754	108235785	ATM	ampl997	ATM-A09
chr11	108235717	108235744	108235819	108235845	ATM	ampl2207	ATM-A10
chr11	108235779	108235809	108235877	108235903	ATM	ampl1003	ATM-A11
chr11	108243846	108243878	108243959	108243985	ATM	ampl1445	ATM-A12
chr11	108243945	108243976	108244048	108244070	ATM	ampl299	ATM-A13
chr11	108244008	108244038	108244113	108244146	ATM	ampl2241	ATM-A14
chr11	108244749	108244771	108244857	108244882	ATM	ampl161	ATM-A15
chr11	108244819	108244847	108244917	108244947	ATM	ampl1305	ATM-A16
chr11	108244878	108244907	108244994	108245016	ATM	ampl163	ATM-A17
chr11	108244952	108244984	108245056	108245087	ATM	ampl1307	ATM-A18
chr11	108246891	108246916	108246999	108247030	ATM	ampl6	ATM-A19
chr11	108246957	108246987	108247053	108247083	ATM	ampl1158	ATM-A20
chr11	108247079	108247108	108247178	108247205	ATM	ampl8	ATM-A21
chr11	108248832	108248854	108248943	108248970	ATM	ampl1359	ATM-A22
chr11	108248934	108248967	108249043	108249073	ATM	ampl1033	ATM-A23
chr11	108249009	108249033	108249104	108249133	ATM	ampl2237	ATM-A24
chr11	108250637	108250670	108250752	108250776	ATM	ampl113	ATM-A25
chr11	108250728	108250756	108250829	108250852	ATM	ampl1259	ATM-A26
chr11	108250829	108250853	108250924	108250954	ATM	ampl115	ATM-A27
chr11	108250876	108250906	108250975	108251000	ATM	ampl1261	ATM-A28
chr11	108250981	108251006	108251080	108251110	ATM	ampl117	ATM-A29
chr11	108251791	108251814	108251898	108251926	ATM	ampl1397	ATM-A30
chr11	108251866	108251889	108251960	108251990	ATM	ampl1035	ATM-A31
chr11	108251966	108251996	108252062	108252090	ATM	ampl1399	ATM-A32
chr11	108252781	108252811	108252896	108252920	ATM	ampl291	ATM-A33
chr11	108252857	108252886	108252964	108252994	ATM	ampl1415	ATM-A34
chr11	108253760	108253784	108253867	108253896	ATM	ampl259	ATM-A35
chr11	108253818	108253848	108253915	108253942	ATM	ampl1407	ATM-A36
chr11	108253915	108253942	108254010	108254040	ATM	ampl261	ATM-A37
chr11	108253977	108254000	108254074	108254104	ATM	ampl1409	ATM-A38
chr11	108256197	108256230	108256290	108256321	ATM	ampl5	ATM-A39
chr11	108256222	108256246	108256320	108256347	ATM	ampl1271	ATM-A40
chr11	108257392	108257422	108257490	108257516	ATM	ampl353	ATM-A41
chr11	108257447	108257477	108257541	108257571	ATM	ampl1509	ATM-A42
chr11	108257559	108257586	108257674	108257698	ATM	ampl355	ATM-A43
chr11	108258895	108258925	108259005	108259031	ATM	ampl1449	ATM-A44
chr11	108258968	108258995	108259076	108259106	ATM	ampl303	ATM-A45
chr11	108259034	108259066	108259138	108259171	ATM	ampl1451	ATM-A46
chr11	108267086	108267109	108267189	108267215	ATM	ampl211	ATM-A47
chr11	108267154	108267179	108267252	108267282	ATM	ampl1355	ATM-A48
chr11	108267281	108267310	108267381	108267411	ATM	ampl213	ATM-A49
chr11	108268362	108268384	108268459	108268486	ATM	ampl1251	ATM-A50
chr11	108268420	108268449	108268523	108268545	ATM	ampl103	ATM-A51
chr11	108268489	108268513	108268598	108268625	ATM	ampl1253	ATM-A52
chr11	108268564	108268588	108268665	108268695	ATM	ampl105	ATM-A53
chr11	108271005	108271038	108271111	108271140	ATM	ampl1393	ATM-A54
chr11	108271077	108271101	108271181	108271214	ATM	ampl249	ATM-A55
chr11	108271183	108271216	108271274	108271307	ATM	ampl1349	ATM-A56
chr11	108271239	108271264	108271351	108271373	ATM	ampl207	ATM-A57
chr11	108271312	108271341	108271421	108271451	ATM	ampl1351	ATM-A58
chr11	108272465	108272493	108272575	108272604	ATM	ampl209	ATM-A59
chr11	108272529	108272562	108272627	108272660	ATM	ampl1353	ATM-A60
chr11	108272653	108272683	108272758	108272786	ATM	ampl167	ATM-A61
chr11	108272722	108272748	108272834	108272860	ATM	ampl1311	ATM-A62
chr11	108272799	108272824	108272893	108272923	ATM	ampl193	ATM-A63
chr11	108279409	108279435	108279520	108279545	ATM	ampl1461	ATM-A64
chr11	108279482	108279509	108279580	108279606	ATM	ampl1039	ATM-A65
chr11	108280880	108280908	108280996	108281019	ATM	ampl1411	ATM-A66
chr11	108280976	108281008	108281081	108281104	ATM	ampl263	ATM-A67
chr11	108281041	108281071	108281148	108281178	ATM	ampl1413	ATM-A68
chr11	108281115	108281140	108281224	108281254	ATM	ampl289	ATM-A69
chr11	108282668	108282701	108282762	108282792	ATM	ampl1447	ATM-A70
chr11	108282713	108282746	108282807	108282840	ATM	ampl301	ATM-A71
chr11	108284124	108284155	108284237	108284262	ATM	ampl1345	ATM-A72
chr11	108284226	108284257	108284330	108284363	ATM	ampl203	ATM-A73
chr11	108284294	108284320	108284409	108284432	ATM	ampl1347	ATM-A74
chr11	108284383	108284404	108284492	108284522	ATM	ampl205	ATM-A75
chr11	108287521	108287550	108287621	108287650	ATM	ampl1161	ATM-A76
chr11	108287589	108287611	108287692	108287715	ATM	ampl201	ATM-A77
chr11	108287656	108287682	108287761	108287791	ATM	ampl1319	ATM-A78
chr11	108288893	108288924	108289005	108289032	ATM	ampl1037	ATM-A79
chr11	108288970	108288994	108289062	108289094	ATM	ampl2239	ATM-A80
chr11	108289536	108289568	108289642	108289675	ATM	ampl243	ATM-A81
chr11	108289626	108289646	108289740	108289764	ATM	ampl1363	ATM-A82
chr11	108289690	108289723	108289791	108289824	ATM	ampl245	ATM-A83
chr11	108292561	108292591	108292657	108292687	ATM	ampl1495	ATM-A84
chr11	108292619	108292647	108292714	108292744	ATM	ampl343	ATM-A85
chr11	108292685	108292704	108292791	108292823	ATM	ampl1497	ATM-A86
chr11	108293241	108293271	108293345	108293377	ATM	ampl357	ATM-A87
chr11	108293311	108293341	108293406	108293436	ATM	ampl1511	ATM-A88
chr11	108293411	108293442	108293515	108293548	ATM	ampl359	ATM-A89
chr11	108294879	108294906	108294993	108295017	ATM	ampl1303	ATM-A90
chr11	108294959	108294983	108295066	108295096	ATM	ampl159	ATM-A91
chr11	108297230	108297258	108297327	108297354	ATM	ampl1165	ATM-A92
chr11	108297293	108297317	108297404	108297426	ATM	ampl9	ATM-A93
chr11	108299659	108299692	108299761	108299794	ATM	ampl1401	ATM-A94
chr11	108299733	108299759	108299847	108299872	ATM	ampl253	ATM-A95
chr11	108299814	108299844	108299921	108299950	ATM	ampl1403	ATM-A96
chr11	108301573	108301602	108301683	108301709	ATM	ampl2	ATM-A97
chr11	108301650	108301673	108301758	108301787	ATM	ampl1154	ATM-A98
chr11	108301719	108301748	108301813	108301843	ATM	ampl4	ATM-A99
chr11	108302780	108302809	108302885	108302914	ATM	ampl1499	ATM-A100
chr11	108302839	108302869	108302940	108302967	ATM	ampl345	ATM-A101
chr11	108302973	108302995	108303069	108303098	ATM	ampl1501	ATM-A102
chr11	108304628	108304658	108304737	108304766	ATM	ampl155	ATM-A103
chr11	108304693	108304723	108304807	108304825	ATM	ampl1301	ATM-A104
chr11	108304778	108304801	108304879	108304909	ATM	ampl157	ATM-A105
chr11	108307823	108307850	108307929	108307956	ATM	ampl1313	ATM-A106
chr11	108307895	108307919	108307990	108308019	ATM	ampl195	ATM-A107
chr11	108310065	108310097	108310177	108310204	ATM	ampl1457	ATM-A108
chr11	108310146	108310176	108310243	108310270	ATM	ampl337	ATM-A109
chr11	108310255	108310284	108310349	108310379	ATM	ampl1459	ATM-A110
chr11	108312361	108312394	108312467	108312500	ATM	ampl297	ATM-A111
chr11	108312428	108312457	108312519	108312552	ATM	ampl1443	ATM-A112
chr11	108315787	108315817	108315890	108315920	ATM	ampl3	ATM-A113
chr11	108315856	108315880	108315951	108315981	ATM	ampl1157	ATM-A114
chr11	108315945	108315975	108316049	108316076	ATM	ampl145	ATM-A115
chr11	108316012	108316039	108316119	108316145	ATM	ampl1265	ATM-A116
chr11	108317346	108317377	108317444	108317473	ATM	ampl251	ATM-A117
chr11	108317394	108317424	108317504	108317527	ATM	ampl1395	ATM-A118
chr11	108319871	108319901	108319972	108320001	ATM	ampl147	ATM-A119
chr11	108319935	108319962	108320029	108320061	ATM	ampl1267	ATM-A120
chr11	108321250	108321280	108321355	108321377	ATM	ampl197	ATM-A121
chr11	108321329	108321351	108321432	108321461	ATM	ampl2233	ATM-A122
chr11	108325272	108325300	108325386	108325411	ATM	ampl149	ATM-A123
chr11	108325353	108325376	108325452	108325482	ATM	ampl1159	ATM-A124
chr11	108325417	108325442	108325521	108325547	ATM	ampl151	ATM-A125
chr11	108325488	108325513	108325600	108325626	ATM	ampl1269	ATM-A126
chr11	108325959	108325982	108326065	108326096	ATM	ampl309	ATM-A127
chr11	108326036	108326064	108326153	108326175	ATM	ampl1455	ATM-A128
chr11	108326093	108326118	108326199	108326219	ATM	ampl311	ATM-A129
chr11	108327589	108327613	108327703	108327728	ATM	ampl1297	ATM-A130
chr11	108327667	108327693	108327764	108327794	ATM	ampl153	ATM-A131
chr11	108328998	108329024	108329103	108329131	ATM	ampl1463	ATM-A132
chr11	108329049	108329079	108329145	108329174	ATM	ampl339	ATM-A133
chr11	108329166	108329189	108329262	108329292	ATM	ampl1489	ATM-A134
chr11	108330162	108330190	108330272	108330301	ATM	ampl293	ATM-A135
chr11	108330239	108330262	108330354	108330378	ATM	ampl1441	ATM-A136
chr11	108330320	108330349	108330426	108330452	ATM	ampl295	ATM-A137
chr11	108331376	108331409	108331474	108331500	ATM	ampl1491	ATM-A138
chr11	108331439	108331464	108331541	108331574	ATM	ampl341	ATM-A139
chr11	108331523	108331545	108331629	108331662	ATM	ampl1493	ATM-A140
chr11	108331768	108331791	108331880	108331907	ATM	ampl305	ATM-A141
chr11	108331872	108331905	108331981	108332011	ATM	ampl1453	ATM-A142
chr11	108331945	108331974	108332054	108332084	ATM	ampl307	ATM-A143
chr11	108332699	108332729	108332799	108332823	ATM	ampl1315	ATM-A144
chr11	108332762	108332789	108332856	108332886	ATM	ampl199	ATM-A145
chr11	108332823	108332846	108332919	108332947	ATM	ampl1317	ATM-A146
chr11	108333842	108333871	108333949	108333981	ATM	ampl111	ATM-A147
chr11	108333937	108333966	108334046	108334076	ATM	ampl1257	ATM-A148
chr11	108334891	108334924	108334989	108335021	ATM	ampl241	ATM-A149
chr11	108334946	108334979	108335048	108335081	ATM	ampl1361	ATM-A150
chr11	108335769	108335797	108335879	108335908	ATM	ampl347	ATM-A151
chr11	108335851	108335874	108335957	108335990	ATM	ampl1503	ATM-A152
chr11	108335919	108335947	108336023	108336049	ATM	ampl349	ATM-A153
chr11	108343128	108343152	108343240	108343263	ATM	ampl1365	ATM-A154
chr11	108343200	108343228	108343297	108343327	ATM	ampl247	ATM-A155
chr11	108343311	108343338	108343408	108343437	ATM	ampl1367	ATM-A156
chr11	108345752	108345785	108345852	108345881	ATM	ampl165	ATM-A157
chr11	108345814	108345842	108345923	108345953	ATM	ampl1309	ATM-A158
chr11	108347228	108347257	108347337	108347367	ATM	ampl119	ATM-A159
chr11	108347293	108347323	108347402	108347432	ATM	ampl1263	ATM-A160
chr11	108353671	108353698	108353784	108353810	ATM	ampl107	ATM-A161
chr11	108353744	108353774	108353850	108353873	ATM	ampl1255	ATM-A162
chr11	108353810	108353840	108353909	108353939	ATM	ampl109	ATM-A163
chr11	108354757	108354785	108354855	108354886	ATM	ampl2235	ATM-A164
chr11	108354819	108354846	108354934	108354958	ATM	ampl1005	ATM-A165
chr11	108364990	108365020	108365104	108365129	ATM	ampl1505	ATM-A166
chr11	108365070	108365100	108365182	108365207	ATM	ampl351	ATM-A167
chr11	108365150	108365172	108365247	108365277	ATM	ampl1507	ATM-A168
chr11	108365267	108365293	108365382	108365406	ATM	ampl255	ATM-A169
chr11	108365345	108365372	108365460	108365484	ATM	ampl1405	ATM-A170
chr11	108365423	108365449	108365518	108365548	ATM	ampl257	ATM-A171
chr12	25209742	25209772	25209848	25209880	KRAS	ampl51	KRAS-A01
chr12	25209844	25209877	25209938	25209968	KRAS	ampl2205	KRAS-A02
chr12	25215391	25215419	25215501	25215529	KRAS	ampl23	KRAS-A03
chr12	25215468	25215491	25215567	25215597	KRAS	ampl1153	KRAS-A04
chr12	25225565	25225593	25225671	25225695	KRAS	ampl1	KRAS-A05
chr12	25225624	25225654	25225730	25225760	KRAS	ampl1203	KRAS-A06
chr12	25225688	25225721	25225795	25225827	KRAS	ampl21	KRAS-A07
chr12	25227203	25227236	25227304	25227327	KRAS	ampl1205	KRAS-A08
chr12	25227229	25227262	25227340	25227364	KRAS	ampl49	KRAS-A09
chr12	25245202	25245232	25245312	25245337	KRAS	ampl1207	KRAS-A10
chr12	25245271	25245300	25245371	25245398	KRAS	ampl53	KRAS-A11
chr12	112446198	112446222	112446310	112446337	PTPN11	ampl1456	PTPN11-A01
chr12	112446272	112446300	112446380	112446406	PTPN11	ampl306	PTPN11-A02
chr12	112446346	112446370	112446445	112446471	PTPN11	ampl1458	PTPN11-A03
chr12	112450291	112450313	112450397	112450420	PTPN11	ampl304	PTPN11-A04
chr12	112450355	112450382	112450449	112450481	PTPN11	ampl1454	PTPN11-A05
chr12	112453132	112453159	112453238	112453271	PTPN11	ampl294	PTPN11-A06
chr12	112453202	112453227	112453303	112453327	PTPN11	ampl1446	PTPN11-A07
chr12	112453316	112453336	112453415	112453442	PTPN11	ampl296	PTPN11-A08
chr12	112454483	112454506	112454591	112454618	PTPN11	ampl1410	PTPN11-A09
chr12	112454552	112454581	112454669	112454691	PTPN11	ampl258	PTPN11-A10
chr12	112454629	112454658	112454736	112454765	PTPN11	ampl1412	PTPN11-A11
chr12	112455884	112455909	112455986	112456011	PTPN11	ampl290	PTPN11-A12
chr12	112455951	112455976	112456044	112456077	PTPN11	ampl1444	PTPN11-A13
chr12	112456006	112456034	112456098	112456130	PTPN11	ampl292	PTPN11-A14
chr12	112472862	112472887	112472971	112472993	PTPN11	ampl1406	PTPN11-A15
chr12	112472936	112472961	112473046	112473075	PTPN11	ampl254	PTPN11-A16
chr12	112477602	112477624	112477707	112477736	PTPN11	ampl1448	PTPN11-A17
chr12	112477649	112477674	112477743	112477773	PTPN11	ampl298	PTPN11-A18
chr12	112477781	112477812	112477882	112477909	PTPN11	ampl1414	PTPN11-A19
chr12	112477841	112477872	112477955	112477978	PTPN11	ampl262	PTPN11-A20
chr12	112477923	112477945	112478020	112478049	PTPN11	ampl1416	PTPN11-A21
chr12	112481992	112482021	112482105	112482131	PTPN11	ampl1051	PTPN11-A22
chr12	112482066	112482095	112482158	112482191	PTPN11	ampl2281	PTPN11-A23
chr12	112482126	112482148	112482224	112482250	PTPN11	ampl1053	PTPN11-A24
chr12	112486381	112486409	112486499	112486520	PTPN11	ampl1408	PTPN11-A25
chr12	112486475	112486496	112486582	112486604	PTPN11	ampl256	PTPN11-A26
chr12	112486571	112486591	112486684	112486705	PTPN11	ampl1362	PTPN11-A27
chr12	112488400	112488424	112488515	112488535	PTPN11	ampl260	PTPN11-A28
chr12	112488930	112488956	112489043	112489066	PTPN11	ampl1450	PTPN11-A29
chr12	112489008	112489033	112489119	112489146	PTPN11	ampl300	PTPN11-A30
chr12	112489087	112489109	112489195	112489220	PTPN11	ampl1364	PTPN11-A31
chr12	112502095	112502123	112502207	112502227	PTPN11	ampl264	PTPN11-A32
chr12	112502152	112502185	112502261	112502290	PTPN11	ampl1442	PTPN11-A33
chr12	112504597	112504628	112504714	112504736	PTPN11	ampl302	PTPN11-A34
chr12	112504674	112504704	112504778	112504808	PTPN11	ampl1452	PTPN11-A35
chr12	120978658	120978681	120978776	120978797	HNF1A	ampl1109	HNF1A-A01
chr12	120978760	120978778	120978873	120978893	HNF1A	ampl2163	HNF1A-A02
chr12	120978874	120978894	120978982	120979000	HNF1A	ampl1111	HNF1A-A03
chr12	120979027	120979048	120979145	120979164	HNF1A	ampl1928	HNF1A-A04
chr12	120988794	120988813	120988900	120988919	HNF1A	ampl1113	HNF1A-A05
chr12	120988846	120988866	120988950	120988971	HNF1A	ampl1930	HNF1A-A06
chr12	120988995	120989013	120989101	120989121	HNF1A	ampl1115	HNF1A-A07
chr12	120993475	120993494	120993592	120993612	HNF1A	ampl1924	HNF1A-A08
chr12	120993548	120993570	120993653	120993675	HNF1A	ampl873	HNF1A-A09
chr12	120993618	120993639	120993721	120993742	HNF1A	ampl1926	HNF1A-A10
chr12	120994107	120994127	120994218	120994236	HNF1A	ampl1077	HNF1A-A11
chr12	120994165	120994185	120994273	120994291	HNF1A	ampl2273	HNF1A-A12
chr12	120994390	120994409	120994499	120994524	HNF1A	ampl798	HNF1A-A13
chr12	120996183	120996203	120996299	120996319	HNF1A	ampl2279	HNF1A-A14
chr12	120996270	120996291	120996384	120996405	HNF1A	ampl1105	HNF1A-A15
chr12	120996322	120996346	120996422	120996446	HNF1A	ampl1922	HNF1A-A16
chr12	120996532	120996551	120996635	120996657	HNF1A	ampl1119	HNF1A-A17
chr12	120996592	120996612	120996705	120996725	HNF1A	ampl1932	HNF1A-A18
chr12	120996692	120996711	120996795	120996817	HNF1A	ampl1117	HNF1A-A19
chr12	120999216	120999234	120999321	120999342	HNF1A	ampl2277	HNF1A-A20
chr12	120999267	120999286	120999382	120999402	HNF1A	ampl1079	HNF1A-A21
chr12	120999378	120999398	120999484	120999505	HNF1A	ampl2275	HNF1A-A22
chr12	121001048	121001069	121001154	121001175	HNF1A	ampl1107	HNF1A-A23
chr13	28004006	28004030	28004122	28004145	FLT3	ampl226	FLT3-A01
chr13	28004089	28004112	28004185	28004213	FLT3	ampl1322	FLT3-A02
chr13	28014378	28014408	28014495	28014517	FLT3	ampl142	FLT3-A03
chr13	28014463	28014485	28014562	28014592	FLT3	ampl1334	FLT3-A04
chr13	28015092	28015118	28015200	28015230	FLT3	ampl190	FLT3-A05
chr13	28015163	28015190	28015261	28015289	FLT3	ampl1296	FLT3-A06
chr13	28015483	28015510	28015592	28015622	FLT3	ampl218	FLT3-A07
chr13	28015573	28015592	28015676	28015698	FLT3	ampl1392	FLT3-A08
chr13	28015638	28015666	28015734	28015764	FLT3	ampl220	FLT3-A09
chr13	28018411	28018437	28018526	28018548	FLT3	ampl1386	FLT3-A10
chr13	28018489	28018516	28018594	28018623	FLT3	ampl186	FLT3-A11
chr13	28023248	28023281	28023361	28023387	FLT3	ampl1344	FLT3-A12
chr13	28023354	28023383	28023460	28023493	FLT3	ampl176	FLT3-A13
chr13	28023406	28023435	28023503	28023530	FLT3	ampl1370	FLT3-A14
chr13	28024814	28024845	28024927	28024953	FLT3	ampl140	FLT3-A15
chr13	28027004	28027027	28027114	28027143	FLT3	ampl1342	FLT3-A16
chr13	28027079	28027104	28027182	28027212	FLT3	ampl174	FLT3-A17
chr13	28027145	28027172	28027252	28027281	FLT3	ampl1294	FLT3-A18
chr13	28028121	28028150	28028233	28028260	FLT3	ampl128	FLT3-A19
chr13	28028166	28028188	28028280	28028305	FLT3	ampl1326	FLT3-A20
chr13	28033828	28033850	28033937	28033962	FLT3	ampl188	FLT3-A21
chr13	28033905	28033927	28034000	28034029	FLT3	ampl1388	FLT3-A22
chr13	28034033	28034057	28034139	28034169	FLT3	ampl136	FLT3-A23
chr13	28034100	28034129	28034211	28034238	FLT3	ampl1332	FLT3-A24
chr13	28034179	28034201	28034285	28034315	FLT3	ampl138	FLT3-A25
chr13	28034291	28034322	28034406	28034429	FLT3	ampl1324	FLT3-A26
chr13	28034368	28034396	28034465	28034495	FLT3	ampl126	FLT3-A27
chr13	28035452	28035477	28035559	28035583	FLT3	ampl1376	FLT3-A28
chr13	28035527	28035549	28035636	28035663	FLT3	ampl182	FLT3-A29
chr13	28035603	28035626	28035710	28035739	FLT3	ampl1378	FLT3-A30
chr13	28035865	28035893	28035970	28035994	FLT3	ampl178	FLT3-A31
chr13	28035937	28035960	28036048	28036076	FLT3	ampl1372	FLT3-A32
chr13	28037086	28037114	28037198	28037225	FLT3	ampl222	FLT3-A33
chr13	28037158	28037188	28037258	28037283	FLT3	ampl1418	FLT3-A34
chr13	28037219	28037248	28037321	28037343	FLT3	ampl224	FLT3-A35
chr13	28048233	28048265	28048348	28048371	FLT3	ampl1380	FLT3-A36
chr13	28048314	28048338	28048419	28048452	FLT3	ampl184	FLT3-A37
chr13	28048408	28048440	28048512	28048545	FLT3	ampl2293	FLT3-A38
chr13	28049323	28049346	28049431	28049455	FLT3	ampl130	FLT3-A39
chr13	28049399	28049421	28049506	28049536	FLT3	ampl1328	FLT3-A40
chr13	28049467	28049496	28049572	28049605	FLT3	ampl132	FLT3-A41
chr13	28049577	28049607	28049678	28049702	FLT3	ampl1338	FLT3-A42
chr13	28049635	28049662	28049732	28049759	FLT3	ampl172	FLT3-A43
chr13	28049697	28049722	28049806	28049835	FLT3	ampl1340	FLT3-A44
chr13	28050017	28050042	28050130	28050153	FLT3	ampl134	FLT3-A45
chr13	28050100	28050120	28050207	28050236	FLT3	ampl1330	FLT3-A46
chr13	28050183	28050208	28050294	28050321	FLT3	ampl1129	FLT3-A47
chr13	28052474	28052502	28052591	28052613	FLT3	ampl1382	FLT3-A48
chr13	28052559	28052581	28052665	28052698	FLT3	ampl890	FLT3-A49
chr13	28052637	28052668	28052731	28052763	FLT3	ampl1384	FLT3-A50
chr13	28057298	28057325	28057407	28057431	FLT3	ampl180	FLT3-A51
chr13	28057367	28057397	28057461	28057491	FLT3	ampl1374	FLT3-A52
chr13	28061807	28061836	28061914	28061938	FLT3	ampl144	FLT3-A53
chr13	28061893	28061914	28062004	28062024	FLT3	ampl1336	FLT3-A54
chr13	28061971	28061994	28062082	28062110	FLT3	ampl170	FLT3-A55
chr13	28070442	28070470	28070553	28070579	FLT3	ampl1390	FLT3-A56
chr13	28070521	28070554	28070623	28070656	FLT3	ampl192	FLT3-A57
chr13	48307191	48307224	48307300	48307330	RB1	ampl1848	RB1-A01
chr13	48307259	48307290	48307358	48307383	RB1	ampl644	RB1-A02
chr13	48342526	48342558	48342630	48342657	RB1	ampl1842	RB1-A03
chr13	48342591	48342620	48342685	48342715	RB1	ampl638	RB1-A04
chr13	48342654	48342678	48342762	48342792	RB1	ampl1844	RB1-A05
chr13	48345017	48345050	48345116	48345144	RB1	ampl686	RB1-A06
chr13	48345057	48345087	48345172	48345196	RB1	ampl1888	RB1-A07
chr13	48347805	48347837	48347911	48347944	RB1	ampl646	RB1-A08
chr13	48348895	48348926	48348998	48349030	RB1	ampl1838	RB1-A09
chr13	48348956	48348988	48349056	48349089	RB1	ampl536	RB1-A10
chr13	48359946	48359971	48360054	48360085	RB1	ampl1878	RB1-A11
chr13	48360034	48360066	48360146	48360173	RB1	ampl648	RB1-A12
chr13	48362804	48362832	48362909	48362941	RB1	ampl1890	RB1-A13
chr13	48362878	48362906	48362984	48363017	RB1	ampl688	RB1-A14
chr13	48364816	48364840	48364921	48364954	RB1	ampl1882	RB1-A15
chr13	48364865	48364896	48364960	48364989	RB1	ampl676	RB1-A16
chr13	48367431	48367456	48367537	48367570	RB1	ampl1896	RB1-A17
chr13	48367493	48367526	48367600	48367632	RB1	ampl696	RB1-A18
chr13	48367566	48367596	48367672	48367705	RB1	ampl1561	RB1-A19
chr13	48368460	48368491	48368574	48368599	RB1	ampl724	RB1-A20
chr13	48368538	48368564	48368647	48368677	RB1	ampl1565	RB1-A21
chr13	48373362	48373391	48373470	48373501	RB1	ampl640	RB1-A22
chr13	48376801	48376832	48376915	48376940	RB1	ampl1567	RB1-A23
chr13	48376890	48376923	48377006	48377028	RB1	ampl1089	RB1-A24
chr13	48376975	48377005	48377075	48377104	RB1	ampl1688	RB1-A25
chr13	48379536	48379569	48379634	48379666	RB1	ampl726	RB1-A26
chr13	48379619	48379648	48379736	48379758	RB1	ampl1569	RB1-A27
chr13	48380044	48380072	48380152	48380181	RB1	ampl538	RB1-A28
chr13	48380157	48380185	48380263	48380296	RB1	ampl1876	RB1-A29
chr13	48381186	48381217	48381286	48381312	RB1	ampl722	RB1-A30
chr13	48381247	48381276	48381344	48381372	RB1	ampl1563	RB1-A31
chr13	48381353	48381379	48381458	48381488	RB1	ampl846	RB1-A32
chr13	48452939	48452968	48453051	48453078	RB1	ampl1894	RB1-A33
chr13	48453029	48453051	48453124	48453153	RB1	ampl694	RB1-A34
chr13	48456152	48456181	48456249	48456276	RB1	ampl1840	RB1-A35
chr13	48456204	48456234	48456304	48456332	RB1	ampl636	RB1-A36
chr13	48456269	48456292	48456368	48456393	RB1	ampl1732	RB1-A37
chr13	48459579	48459611	48459694	48459718	RB1	ampl682	RB1-A38
chr13	48459654	48459687	48459765	48459785	RB1	ampl1886	RB1-A39
chr13	48459732	48459755	48459838	48459864	RB1	ampl684	RB1-A40
chr13	48463640	48463671	48463750	48463779	RB1	ampl1874	RB1-A41
chr13	48463726	48463755	48463831	48463862	RB1	ampl504	RB1-A42
chr13	48463811	48463834	48463916	48463949	RB1	ampl1686	RB1-A43
chr13	48464978	48465005	48465084	48465110	RB1	ampl500	RB1-A44
chr13	48465044	48465074	48465139	48465168	RB1	ampl1656	RB1-A45
chr13	48465137	48465166	48465243	48465271	RB1	ampl678	RB1-A46
chr13	48465209	48465233	48465307	48465337	RB1	ampl1884	RB1-A47
chr13	48465271	48465297	48465379	48465409	RB1	ampl680	RB1-A48
chr13	48473343	48473376	48473447	48473480	RB1	ampl1734	RB1-A49
chr13	48476640	48476665	48476750	48476773	RB1	ampl690	RB1-A50
chr13	48476706	48476736	48476807	48476837	RB1	ampl1892	RB1-A51
chr13	48476775	48476797	48476892	48476914	RB1	ampl692	RB1-A52
chr13	48477269	48477296	48477383	48477408	RB1	ampl1880	RB1-A53
chr13	48477350	48477373	48477444	48477477	RB1	ampl674	RB1-A54
chr13	48479902	48479924	48480012	48480041	RB1	ampl1846	RB1-A55
chr13	48479976	48480002	48480091	48480114	RB1	ampl642	RB1-A56
chr14	104770299	104770320	104770416	104770438	AKT1	ampl963	AKT1-A01
chr14	104770394	104770413	104770499	104770519	AKT1	ampl2081	AKT1-A02
chr14	104770688	104770710	104770787	104770813	AKT1	ampl772	AKT1-A03
chr14	104770753	104770776	104770867	104770888	AKT1	ampl2118	AKT1-A04
chr14	104772304	104772325	104772415	104772436	AKT1	ampl933	AKT1-A05
chr14	104772399	104772418	104772516	104772537	AKT1	ampl2135	AKT1-A06
chr14	104772774	104772794	104772891	104772912	AKT1	ampl929	AKT1-A07
chr14	104772891	104772912	104773007	104773026	AKT1	ampl2131	AKT1-A08
chr14	104772970	104772994	104773072	104773094	AKT1	ampl877	AKT1-A09
chr14	104773216	104773234	104773332	104773355	AKT1	ampl2125	AKT1-A10
chr14	104773335	104773357	104773455	104773474	AKT1	ampl921	AKT1-A11
chr14	104773362	104773383	104773482	104773501	AKT1	ampl2127	AKT1-A12
chr14	104773537	104773555	104773647	104773667	AKT1	ampl925	AKT1-A13
chr14	104773811	104773831	104773930	104773950	AKT1	ampl2133	AKT1-A14
chr14	104773928	104773950	104774046	104774066	AKT1	ampl931	AKT1-A15
chr14	104774848	104774870	104774967	104774986	AKT1	ampl2299	AKT1-A16
chr14	104774992	104775012	104775107	104775125	AKT1	ampl935	AKT1-A17
chr14	104775088	104775114	104775202	104775221	AKT1	ampl2161	AKT1-A18
